secu_code,secu_abbr,chi_spelling,listed_date,listed_sector,industry_code,first_industry_name,second_industry_name,third_industry_name
"301045.SZ","天禄科技","TLKJ","2021.08.13",6,"270301","电子","光学光电子","面板"
"603085.SH","天成自控","TCZK","2015.06.30",1,"280202","汽车","汽车零部件","车身附件及饰件"
"002976.SZ","瑞玛精密","RMJM","2020.03.06",1,"280205","汽车","汽车零部件","其他汽车零部件"
"000839.SZ","中信国安","ZXGA","1997.10.31",1,"730104","通信","通信服务","通信应用增值服务"
"688500.SH","慧辰股份","HCGF","2020.07.16",7,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"002086.SZ","东方海洋","DFHY","2006.11.28",1,"370504","医药生物","医疗器械","体外诊断"
"002721.SZ","ST金一","STJY","2014.01.27",1,"350301","纺织服饰","饰品","钟表珠宝"
"300220.SZ","金运激光","JYJG","2011.05.25",6,"360502","轻工制造","文娱用品","娱乐用品"
"000637.SZ","茂化实华","MHSH","1996.11.14",1,"750303","石油石化","炼化及贸易","其他石化"
"603551.SH","奥普科技","APKJ","2020.01.15",1,"330402","家用电器","厨卫电器","卫浴电器"
"688597.SH","煜邦电力","YBDL","2021.06.17",7,"630804","电力设备","电网设备","电工仪器仪表"
"301392.SZ","汇成真空","HCZK","2024.06.05",6,"640209","机械设备","专用设备","其他专用设备"
"002800.SZ","天顺股份","TSGF","2016.05.30",1,"420807","交通运输","物流","公路货运"
"300823.SZ","建科智能","JKZN","2020.03.19",6,"640209","机械设备","专用设备","其他专用设备"
"002989.SZ","中天精装","ZTJZ","2020.06.10",1,"620201","建筑装饰","装修装饰Ⅱ","装修装饰Ⅲ"
"300010.SZ","豆神教育","DSJY","2009.10.30",6,"461103","社会服务","教育","教育运营及其他"
"600671.SH","ST目药","STMY","1993.08.23",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"300784.SZ","利安科技","LAKJ","2024.06.07",6,"270504","电子","消费电子","消费电子零部件及组装"
"600073.SH","光明肉业","GMRY","1997.07.04",1,"340401","食品饮料","食品加工","肉制品"
"601001.SH","晋控煤业","JKMY","2006.06.23",1,"740101","煤炭","煤炭开采","动力煤"
"688112.SH","鼎阳科技","DYKJ","2021.12.01",7,"640107","机械设备","通用设备","仪器仪表"
"002981.SZ","朝阳科技","ZYKJ","2020.04.17",1,"270504","电子","消费电子","消费电子零部件及组装"
"688692.SH","达梦数据","DMSJ","2024.06.12",7,"710401","计算机","软件开发","垂直应用软件"
"002482.SZ","广田集团","GTJT","2010.09.29",1,"620201","建筑装饰","装修装饰Ⅱ","装修装饰Ⅲ"
"002252.SZ","上海莱士","SHLS","2008.06.23",1,"370302","医药生物","生物制品","血液制品"
"000988.SZ","华工科技","HGKJ","2000.06.08",1,"640703","机械设备","自动化设备","激光设备"
"603235.SH","天新药业","TXYY","2022.07.12",1,"220315","基础化工","化学制品","食品及饲料添加剂"
"600617.SH","国新能源","GXNY","1992.10.13",1,"410301","公用事业","燃气Ⅱ","燃气Ⅲ"
"600530.SH","交大昂立","JDAL","2001.07.02",1,"340407","食品饮料","食品加工","保健品"
"688592.SH","司南导航","SNDH","2023.08.16",7,"730206","通信","通信设备","通信终端及配件"
"000546.SZ","金圆股份","JYGF","1993.12.15",1,"760103","环保","环境治理","固废治理"
"688601.SH","力芯微","LXW","2021.06.28",7,"270105","电子","半导体","模拟芯片设计"
"002167.SZ","东方锆业","DFGY","2007.09.13",1,"240504","有色金属","小金属","其他小金属"
"002601.SZ","龙佰集团","LBJT","2011.07.15",1,"220206","基础化工","化学原料","钛白粉"
"603115.SH","海星股份","HXGF","2019.08.09",1,"240301","有色金属","工业金属","铝"
"000034.SZ","神州数码","SZSM","1994.05.09",1,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"301489.SZ","思泉新材","SQXC","2023.10.24",6,"270601","电子","电子化学品Ⅱ","电子化学品Ⅲ"
"603239.SH","浙江仙通","ZJXT","2016.12.30",1,"280205","汽车","汽车零部件","其他汽车零部件"
"600078.SH","澄星股份","CXGF","1997.06.27",1,"220802","基础化工","农化制品","磷肥及磷化工"
"603001.SH","奥康国际","AKGJ","2012.04.26",1,"350205","纺织服饰","服装家纺","鞋帽及其他"
"603880.SH","南卫股份","NWGF","2017.08.07",1,"370503","医药生物","医疗器械","医疗耗材"
"600136.SH","ST明诚","STMC","1998.03.03",1,"460601","社会服务","体育Ⅱ","体育Ⅲ"
"000782.SZ","恒申新材","HSXC","1997.06.19",1,"220406","基础化工","化学纤维","锦纶"
"603286.SH","日盈电子","RYDZ","2017.06.27",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"301565.SZ","中仑新材","ZLXC","2024.06.20",6,"220505","基础化工","塑料","膜材料"
"301177.SZ","迪阿股份","DAGF","2021.12.15",6,"350301","纺织服饰","饰品","钟表珠宝"
"300085.SZ","银之杰","YZJ","2010.05.26",6,"710401","计算机","软件开发","垂直应用软件"
"603617.SH","君禾股份","JHGF","2017.07.03",1,"640106","机械设备","通用设备","其他通用设备"
"300522.SZ","世名科技","SMKJ","2016.07.05",6,"220305","基础化工","化学制品","涂料油墨"
"600070.SH","*ST富润","*STFR","1997.06.04",1,"510101","综合","综合Ⅱ","综合Ⅲ"
"688045.SH","必易微","BYW","2022.05.26",7,"270105","电子","半导体","模拟芯片设计"
"002724.SZ","海洋王","HYW","2014.11.04",1,"330501","家用电器","照明设备Ⅱ","照明设备Ⅲ"
"002655.SZ","共达电声","GDDS","2012.02.17",1,"270504","电子","消费电子","消费电子零部件及组装"
"002975.SZ","博杰股份","BJGF","2020.02.05",1,"640702","机械设备","自动化设备","工控设备"
"300032.SZ","金龙机电","JLJD","2009.12.25",6,"270504","电子","消费电子","消费电子零部件及组装"
"600543.SH","莫高股份","MGGF","2004.03.24",1,"340602","食品饮料","非白酒","其他酒类"
"002239.SZ","奥特佳","ATJ","2008.05.22",1,"280206","汽车","汽车零部件","汽车电子电气系统"
"301110.SZ","青木科技","QMKJ","2022.03.11",6,"450603","商贸零售","互联网电商","电商服务"
"600287.SH","ST舜天","STST","2000.09.01",1,"450201","商贸零售","贸易Ⅱ","贸易Ⅲ"
"600831.SH","ST广网","STGW","1994.02.24",1,"721001","传媒","电视广播Ⅱ","电视广播Ⅲ"
"603350.SH","安乃达","AND","2024.07.03",1,"630101","电力设备","电机Ⅱ","电机Ⅲ"
"002569.SZ","ST步森","STBS","2011.04.12",1,"350209","纺织服饰","服装家纺","非运动服装"
"603557.SH","ST起步","STQB","2017.08.18",1,"350205","纺织服饰","服装家纺","鞋帽及其他"
"300687.SZ","赛意信息","SYXX","2017.08.03",6,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"603030.SH","全筑股份","QZGF","2015.03.20",1,"620201","建筑装饰","装修装饰Ⅱ","装修装饰Ⅲ"
"603285.SH","键邦股份","JBGF","2024.07.05",1,"220309","基础化工","化学制品","其他化学制品"
"603808.SH","歌力思","GLS","2015.04.22",1,"350209","纺织服饰","服装家纺","非运动服装"
"300189.SZ","神农种业","SNZY","2011.03.16",6,"110101","农林牧渔","种植业","种子"
"301308.SZ","江波龙","JBL","2022.08.05",6,"270104","电子","半导体","数字芯片设计"
"301603.SZ","乔锋智能","QFZN","2024.07.10",6,"640101","机械设备","通用设备","机床工具"
"301000.SZ","肇民科技","ZMKJ","2021.05.28",6,"280205","汽车","汽车零部件","其他汽车零部件"
"600697.SH","欧亚集团","OYJT","1993.12.06",1,"450303","商贸零售","一般零售","多业态零售"
"600117.SH","西宁特钢","XNTG","1997.10.15",1,"230501","钢铁","特钢Ⅱ","特钢Ⅲ"
"600654.SH","中安科","ZAK","1990.12.19",1,"710401","计算机","软件开发","垂直应用软件"
"688353.SH","华盛锂电","HSLD","2022.07.13",7,"630702","电力设备","电池","电池化学品"
"002075.SZ","沙钢股份","SGGF","2006.10.25",1,"230501","钢铁","特钢Ⅱ","特钢Ⅲ"
"600354.SH","敦煌种业","DHZY","2004.01.15",1,"110101","农林牧渔","种植业","种子"
"600399.SH","抚顺特钢","FSTG","2000.12.29",1,"230501","钢铁","特钢Ⅱ","特钢Ⅲ"
"688175.SH","高凌信息","GLXX","2022.03.15",7,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"002842.SZ","翔鹭钨业","XLWY","2017.01.19",1,"240502","有色金属","小金属","钨"
"002607.SZ","中公教育","ZGJY","2011.08.10",1,"461102","社会服务","教育","培训教育"
"000752.SZ","ST西发","STXF","1997.06.25",1,"340601","食品饮料","非白酒","啤酒"
"600462.SH","*ST九有","*STJY","2003.09.03",1,"730206","通信","通信设备","通信终端及配件"
"605298.SH","必得科技","BDKJ","2021.03.01",1,"640501","机械设备","轨交设备Ⅱ","轨交设备Ⅲ"
"688472.SH","阿特斯","ATS","2023.06.09",7,"630502","电力设备","光伏设备","光伏电池组件"
"600844.SH","丹化科技","DHKJ","1994.03.11",1,"220205","基础化工","化学原料","煤化工"
"000779.SZ","甘咨询","GZX","1997.05.28",1,"620601","建筑装饰","工程咨询服务Ⅱ","工程咨询服务Ⅲ"
"000975.SZ","山金国际","SJGJ","2000.06.08",1,"240401","有色金属","贵金属","黄金"
"002026.SZ","山东威达","SDWD","2004.07.27",1,"640108","机械设备","通用设备","金属制品"
"002125.SZ","湘潭电化","XTDH","2007.04.03",1,"630702","电力设备","电池","电池化学品"
"603117.SH","万林物流","WLWL","2015.06.29",1,"420805","交通运输","物流","跨境物流"
"002812.SZ","恩捷股份","EJGF","2016.09.14",1,"630702","电力设备","电池","电池化学品"
"688591.SH","泰凌微","TLW","2023.08.25",7,"270104","电子","半导体","数字芯片设计"
"600234.SH","*ST科新","*STKX","2000.06.15",1,"620201","建筑装饰","装修装饰Ⅱ","装修装饰Ⅲ"
"002139.SZ","拓邦股份","TBGF","2007.06.29",1,"270504","电子","消费电子","消费电子零部件及组装"
"300398.SZ","飞凯材料","FKCL","2014.10.09",6,"270601","电子","电子化学品Ⅱ","电子化学品Ⅲ"
"603196.SH","日播时尚","RBSS","2017.05.31",1,"350209","纺织服饰","服装家纺","非运动服装"
"600759.SH","洲际油气","ZJYQ","1996.10.08",1,"750101","石油石化","油气开采Ⅱ","油气开采Ⅲ"
"600711.SH","ST盛屯","STST","1996.05.31",1,"240601","有色金属","能源金属","钴"
"301606.SZ","绿联科技","LLKJ","2024.07.26",6,"270503","电子","消费电子","品牌消费电子"
"600026.SH","中远海能","ZYHN","2002.05.23",1,"421101","交通运输","航运港口","航运"
"002949.SZ","华阳国际","HYGJ","2019.02.26",1,"620601","建筑装饰","工程咨询服务Ⅱ","工程咨询服务Ⅲ"
"300697.SZ","电工合金","DGHJ","2017.09.07",6,"240302","有色金属","工业金属","铜"
"688179.SH","阿拉丁","ALD","2020.10.26",7,"220309","基础化工","化学制品","其他化学制品"
"001203.SZ","大中矿业","DZKY","2021.05.10",1,"230301","钢铁","冶钢原料","铁矿石"
"301086.SZ","鸿富瀚","HFH","2021.10.20",6,"270504","电子","消费电子","消费电子零部件及组装"
"000417.SZ","合百集团","HBJT","1996.08.12",1,"450303","商贸零售","一般零售","多业态零售"
"688059.SH","华锐精密","HRJM","2021.02.08",7,"640108","机械设备","通用设备","金属制品"
"688117.SH","圣诺生物","SNSW","2021.06.03",7,"370102","医药生物","化学制药","化学制剂"
"000661.SZ","长春高新","CCGX","1996.12.18",1,"370304","医药生物","生物制品","其他生物制品"
"603391.SH","力聚热能","LJRN","2024.07.31",1,"640203","机械设备","专用设备","能源及重型设备"
"603324.SH","盛剑科技","SJKJ","2021.04.07",1,"760201","环保","环保设备Ⅱ","环保设备Ⅲ"
"301608.SZ","博实结","BSJ","2024.08.01",6,"710103","计算机","计算机设备","其他计算机设备"
"600018.SH","上港集团","SGJT","2006.10.26",1,"421102","交通运输","航运港口","港口"
"002703.SZ","浙江世宝","ZJSB","2012.11.02",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"300072.SZ","海新能科","HXNK","2010.04.27",6,"220309","基础化工","化学制品","其他化学制品"
"600298.SH","安琪酵母","AQJM","2000.08.18",1,"340901","食品饮料","调味发酵品Ⅱ","调味发酵品Ⅲ"
"300970.SZ","华绿生物","HLSW","2021.04.12",6,"110104","农林牧渔","种植业","食用菌"
"002316.SZ","ST亚联","STYL","2009.12.09",1,"490306","非银金融","多元金融","金融信息服务"
"688779.SH","五矿新能","WKXN","2021.08.11",7,"630702","电力设备","电池","电池化学品"
"601519.SH","大智慧","DZH","2011.01.28",1,"710401","计算机","软件开发","垂直应用软件"
"688123.SH","聚辰股份","JCGF","2019.12.23",7,"270104","电子","半导体","数字芯片设计"
"688020.SH","方邦股份","FBGF","2019.07.22",7,"270202","电子","元件","印制电路板"
"688721.SH","龙图光罩","LTGZ","2024.08.06",7,"270103","电子","半导体","半导体材料"
"603222.SH","济民健康","JMJK","2015.02.17",1,"370503","医药生物","医疗器械","医疗耗材"
"300655.SZ","晶瑞电材","JRDC","2017.05.23",6,"270601","电子","电子化学品Ⅱ","电子化学品Ⅲ"
"002898.SZ","赛隆药业","SLYY","2017.09.12",1,"370102","医药生物","化学制药","化学制剂"
"600211.SH","西藏药业","XZYY","1999.07.21",1,"370304","医药生物","生物制品","其他生物制品"
"300237.SZ","美晨科技","MCKJ","2011.06.29",6,"280205","汽车","汽车零部件","其他汽车零部件"
"603009.SH","北特科技","BTKJ","2014.07.18",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"688099.SH","晶晨股份","JCGF","2019.08.08",7,"270104","电子","半导体","数字芯片设计"
"600191.SH","华资实业","HZSY","1998.12.10",1,"110504","农林牧渔","农产品加工","其他农产品加工"
"688065.SH","凯赛生物","KSSW","2020.08.12",7,"220309","基础化工","化学制品","其他化学制品"
"301552.SZ","科力装备","KLZB","2024.07.22",6,"280202","汽车","汽车零部件","车身附件及饰件"
"600173.SH","卧龙地产","WLDC","1999.04.15",1,"430101","房地产","房地产开发","住宅开发"
"600452.SH","涪陵电力","FLDL","2004.03.03",1,"410110","公用事业","电力","电能综合服务"
"605255.SH","天普股份","TPGF","2020.08.25",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"300045.SZ","华力创通","HLCT","2010.01.20",6,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"301078.SZ","孩子王","HZW","2021.10.14",6,"450401","商贸零售","专业连锁Ⅱ","专业连锁Ⅲ"
"300846.SZ","首都在线","SDZX","2020.07.01",6,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"688069.SH","德林海","DLH","2020.07.22",7,"760102","环保","环境治理","水务及水治理"
"688536.SH","思瑞浦","SRP","2020.09.21",7,"270105","电子","半导体","模拟芯片设计"
"002254.SZ","泰和新材","THXC","2008.06.25",1,"220404","基础化工","化学纤维","其他化学纤维"
"300725.SZ","药石科技","YSKJ","2017.11.10",6,"370603","医药生物","医疗服务","医疗研发外包"
"300765.SZ","新诺威","XNW","2019.03.22",6,"370101","医药生物","化学制药","原料药"
"600901.SH","江苏金租","JSJZ","2018.03.01",1,"490305","非银金融","多元金融","租赁"
"688026.SH","洁特生物","JTSW","2020.01.22",7,"370503","医药生物","医疗器械","医疗耗材"
"000524.SZ","岭南控股","LNKG","1993.11.18",1,"461004","社会服务","旅游及景区","旅游综合"
"000987.SZ","越秀资本","YXZB","2000.07.18",1,"490302","非银金融","多元金融","金融控股"
"002187.SZ","广百股份","GBGF","2007.11.22",1,"450301","商贸零售","一般零售","百货"
"002461.SZ","珠江啤酒","ZJPJ","2010.08.18",1,"340601","食品饮料","非白酒","啤酒"
"002678.SZ","珠江钢琴","ZJGQ","2012.05.30",1,"360502","轻工制造","文娱用品","娱乐用品"
"002967.SZ","广电计量","GDJL","2019.11.08",1,"460802","社会服务","专业服务","检测服务"
"003013.SZ","地铁设计","DTSJ","2020.10.22",1,"620601","建筑装饰","工程咨询服务Ⅱ","工程咨询服务Ⅲ"
"300284.SZ","苏交科","SJK","2012.01.10",6,"620601","建筑装饰","工程咨询服务Ⅱ","工程咨询服务Ⅲ"
"300711.SZ","广哈通信","GHTX","2017.11.01",6,"730207","通信","通信设备","其他通信设备"
"301153.SZ","中科江南","ZKJN","2022.05.18",6,"710401","计算机","软件开发","垂直应用软件"
"600098.SH","广州发展","GZFZ","1997.07.18",1,"410101","公用事业","电力","火力发电"
"600684.SH","珠江股份","ZJGF","1993.10.28",1,"430303","房地产","房地产服务","房地产综合服务"
"600894.SH","广日股份","GRGF","1996.03.28",1,"640204","机械设备","专用设备","楼宇设备"
"601228.SH","广州港","GZG","2017.03.29",1,"421102","交通运输","航运港口","港口"
"601238.SH","广汽集团","GQJT","2012.03.29",1,"280502","汽车","乘用车","综合乘用车"
"000523.SZ","红棉股份","HMGF","1993.11.08",1,"510101","综合","综合Ⅱ","综合Ⅲ"
"002152.SZ","广电运通","GDYT","2007.08.13",1,"710103","计算机","计算机设备","其他计算机设备"
"688188.SH","柏楚电子","BCDZ","2019.08.08",7,"710103","计算机","计算机设备","其他计算机设备"
"600071.SH","凤凰光学","FHGX","1997.05.28",1,"270303","电子","光学光电子","光学元件"
"002052.SZ","*ST同洲","*STTZ","2006.06.27",1,"330202","家用电器","黑色家电","其他黑色家电"
"603508.SH","思维列控","SWLK","2015.12.24",1,"710102","计算机","计算机设备","安防设备"
"002384.SZ","东山精密","DSJM","2010.04.09",1,"270202","电子","元件","印制电路板"
"605066.SH","天正电气","TZDQ","2020.08.07",1,"630802","电力设备","电网设备","配电设备"
"605068.SH","明新旭腾","MXXT","2020.11.23",1,"280202","汽车","汽车零部件","车身附件及饰件"
"600533.SH","栖霞建设","QXJS","2002.03.28",1,"430101","房地产","房地产开发","住宅开发"
"688388.SH","嘉元科技","JYKJ","2019.07.22",7,"630701","电力设备","电池","锂电池"
"603310.SH","巍华新材","WHXC","2024.08.14",1,"220311","基础化工","化学制品","氟化工"
"002627.SZ","三峡旅游","SXLY","2011.11.03",1,"420902","交通运输","铁路公路","公交"
"603717.SH","天域生物","TYSW","2017.03.27",1,"620307","建筑装饰","基础建设","园林工程"
"600721.SH","百花医药","BHYY","1996.06.26",1,"370603","医药生物","医疗服务","医疗研发外包"
"001338.SZ","永顺泰","YST","2022.11.16",1,"110504","农林牧渔","农产品加工","其他农产品加工"
"300316.SZ","晶盛机电","JSJD","2012.05.11",6,"630505","电力设备","光伏设备","光伏加工设备"
"603811.SH","诚意药业","CYYY","2017.03.15",1,"370102","医药生物","化学制药","化学制剂"
"000025.SZ","特力A","TLA","1993.06.21",1,"510101","综合","综合Ⅱ","综合Ⅲ"
"000762.SZ","西藏矿业","XZKY","1997.07.08",1,"240603","有色金属","能源金属","锂"
"002347.SZ","泰尔股份","TEGF","2010.01.28",1,"640108","机械设备","通用设备","金属制品"
"603121.SH","华培动力","HPDL","2019.01.11",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"000026.SZ","飞亚达","FYD","1993.06.03",1,"350301","纺织服饰","饰品","钟表珠宝"
"603876.SH","鼎胜新材","DSXC","2018.04.18",1,"240301","有色金属","工业金属","铝"
"301002.SZ","崧盛股份","SSGF","2021.06.07",6,"630801","电力设备","电网设备","输变电设备"
"600276.SH","恒瑞医药","HRYY","2000.10.18",1,"370102","医药生物","化学制药","化学制剂"
"600688.SH","上海石化","SHSH","1993.11.08",1,"750301","石油石化","炼化及贸易","炼油化工"
"603386.SH","骏亚科技","JYKJ","2017.09.12",1,"270202","电子","元件","印制电路板"
"000811.SZ","冰轮环境","BLHJ","1998.05.28",1,"640105","机械设备","通用设备","制冷空调设备"
"300232.SZ","洲明科技","ZMKJ","2011.06.22",6,"270302","电子","光学光电子","LED"
"300402.SZ","宝色股份","BSGF","2014.10.10",6,"640108","机械设备","通用设备","金属制品"
"301611.SZ","珂玛科技","KMKJ","2024.08.16",6,"270103","电子","半导体","半导体材料"
"688658.SH","悦康药业","YKYY","2020.12.24",7,"370102","医药生物","化学制药","化学制剂"
"002385.SZ","大北农","DBN","2010.04.09",1,"110402","农林牧渔","饲料","畜禽饲料"
"603588.SH","高能环境","GNHJ","2014.12.29",1,"760103","环保","环境治理","固废治理"
"000570.SZ","苏常柴A","SCCA","1994.07.01",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"600847.SH","万里股份","WLGF","1994.03.24",1,"630705","电力设备","电池","蓄电池及其他电池"
"301520.SZ","万邦医药","WBYY","2023.09.25",6,"370603","医药生物","医疗服务","医疗研发外包"
"600226.SH","亨通股份","HTGF","1999.11.16",1,"410104","公用事业","电力","热力服务"
"688052.SH","纳芯微","NXW","2022.04.22",7,"270105","电子","半导体","模拟芯片设计"
"002181.SZ","粤传媒","YCM","2007.11.16",1,"720902","传媒","出版","大众出版"
"301023.SZ","江南奕帆","JNYF","2021.07.07",6,"630101","电力设备","电机Ⅱ","电机Ⅲ"
"600339.SH","中油工程","ZYGC","2000.12.25",1,"750202","石油石化","油服工程","油气及炼化工程"
"000536.SZ","华映科技","HYKJ","1993.11.26",1,"270301","电子","光学光电子","面板"
"000513.SZ","丽珠集团","LZJT","1993.10.28",1,"370102","医药生物","化学制药","化学制剂"
"000756.SZ","新华制药","XHZY","1997.08.06",1,"370101","医药生物","化学制药","原料药"
"600422.SH","昆药集团","KYJT","2000.12.06",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"688699.SH","明微电子","MWDZ","2020.12.18",7,"270105","电子","半导体","模拟芯片设计"
"601898.SH","中煤能源","ZMNY","2008.02.01",1,"740101","煤炭","煤炭开采","动力煤"
"688252.SH","天德钰","TDY","2022.09.27",7,"270104","电子","半导体","数字芯片设计"
"688398.SH","赛特新材","STXC","2020.02.11",7,"220309","基础化工","化学制品","其他化学制品"
"300188.SZ","国投智能","GTZN","2011.03.16",6,"710401","计算机","软件开发","垂直应用软件"
"688435.SH","英方软件","YFRJ","2023.01.19",7,"710402","计算机","软件开发","横向通用软件"
"688617.SH","惠泰医疗","HTYL","2021.01.07",7,"370503","医药生物","医疗器械","医疗耗材"
"605388.SH","均瑶健康","JYJK","2020.08.18",1,"340702","食品饮料","饮料乳品","乳品"
"300074.SZ","华平股份","HPGF","2010.04.27",6,"710401","计算机","软件开发","垂直应用软件"
"600733.SH","北汽蓝谷","BQLG","1996.08.16",1,"280501","汽车","乘用车","电动乘用车"
"601827.SH","三峰环境","SFHJ","2020.06.05",1,"760103","环保","环境治理","固废治理"
"603173.SH","福斯达","FSD","2023.01.30",1,"640203","机械设备","专用设备","能源及重型设备"
"605566.SH","福莱蒽特","FLET","2021.10.25",1,"220308","基础化工","化学制品","纺织化学制品"
"603106.SH","恒银科技","HYKJ","2017.09.20",1,"710103","计算机","计算机设备","其他计算机设备"
"688401.SH","路维光电","LWGD","2022.08.17",7,"270103","电子","半导体","半导体材料"
"000563.SZ","陕国投A","SGTA","1994.01.10",1,"490304","非银金融","多元金融","信托"
"600696.SH","岩石股份","YSGF","1993.12.06",1,"340501","食品饮料","白酒Ⅱ","白酒Ⅲ"
"000631.SZ","顺发恒业","SFHY","1996.11.22",1,"430101","房地产","房地产开发","住宅开发"
"301571.SZ","国科天成","GKTC","2024.08.21",6,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"301085.SZ","亚康股份","YKGF","2021.10.18",6,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"688036.SH","传音控股","CYKG","2019.09.30",7,"270503","电子","消费电子","品牌消费电子"
"000983.SZ","山西焦煤","SXJM","2000.07.26",1,"740102","煤炭","煤炭开采","焦煤"
"300664.SZ","鹏鹞环保","PYHB","2018.01.05",6,"760102","环保","环境治理","水务及水治理"
"000967.SZ","盈峰环境","YFHJ","2000.03.30",1,"760201","环保","环保设备Ⅱ","环保设备Ⅲ"
"300937.SZ","药易购","YYG","2021.01.27",6,"370402","医药生物","医药商业","医药流通"
"301056.SZ","森赫股份","SHGF","2021.09.07",6,"640204","机械设备","专用设备","楼宇设备"
"301079.SZ","邵阳液压","SYYY","2021.10.19",6,"640602","机械设备","工程机械","工程机械器件"
"600396.SH","华电辽能","HDLN","2001.03.28",1,"410101","公用事业","电力","火力发电"
"002096.SZ","易普力","YPL","2006.12.22",1,"220307","基础化工","化学制品","民爆制品"
"000913.SZ","钱江摩托","QJMT","1999.05.14",1,"280402","汽车","摩托车及其他","摩托车"
"300099.SZ","尤洛卡","YLK","2010.08.06",6,"640203","机械设备","专用设备","能源及重型设备"
"301372.SZ","科净源","KJY","2023.08.11",6,"760102","环保","环境治理","水务及水治理"
"301555.SZ","惠柏新材","HBXC","2023.10.31",6,"220504","基础化工","塑料","合成树脂"
"600467.SH","好当家","HDJ","2004.04.05",1,"110202","农林牧渔","渔业","水产养殖"
"603676.SH","卫信康","WXK","2017.07.21",1,"370102","医药生物","化学制药","化学制剂"
"603980.SH","吉华集团","JHJT","2017.06.15",1,"220308","基础化工","化学制品","纺织化学制品"
"688210.SH","统联精密","TLJM","2021.12.27",7,"270504","电子","消费电子","消费电子零部件及组装"
"688590.SH","新致软件","XZRJ","2020.12.07",7,"710401","计算机","软件开发","垂直应用软件"
"688787.SH","海天瑞声","HTRS","2021.08.13",7,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"301348.SZ","蓝箭电子","LJDZ","2023.08.10",6,"270107","电子","半导体","集成电路封测"
"301239.SZ","普瑞眼科","PRYK","2022.07.05",6,"370604","医药生物","医疗服务","医院"
"300182.SZ","捷成股份","JCGF","2011.02.22",6,"720601","传媒","影视院线","影视动漫制作"
"300338.SZ","*ST开元","*STKY","2012.07.26",6,"461102","社会服务","教育","培训教育"
"601669.SH","中国电建","ZGDJ","2011.10.18",1,"620306","建筑装饰","基础建设","基建市政工程"
"688039.SH","当虹科技","DHKJ","2019.12.11",7,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"601319.SH","中国人保","ZGRB","2018.11.16",1,"490201","非银金融","保险Ⅱ","保险Ⅲ"
"601328.SH","交通银行","JTYH","2007.05.15",1,"480201","银行","国有大型银行Ⅱ","国有大型银行Ⅲ"
"603110.SH","东方材料","DFCL","2017.10.13",1,"220305","基础化工","化学制品","涂料油墨"
"688265.SH","南模生物","NMSW","2021.12.28",7,"370603","医药生物","医疗服务","医疗研发外包"
"688286.SH","敏芯股份","MXGF","2020.08.10",7,"270105","电子","半导体","模拟芯片设计"
"002821.SZ","凯莱英","KLY","2016.11.18",1,"370603","医药生物","医疗服务","医疗研发外包"
"002386.SZ","天原股份","TYGF","2010.04.09",1,"220202","基础化工","化学原料","氯碱"
"003030.SZ","祖名股份","ZMGF","2021.01.06",1,"110504","农林牧渔","农产品加工","其他农产品加工"
"300287.SZ","飞利信","FLX","2012.02.01",6,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"300835.SZ","龙磁科技","LCKJ","2020.05.25",6,"240202","有色金属","金属新材料","磁性材料"
"002639.SZ","雪人股份","XRGF","2011.12.05",1,"640105","机械设备","通用设备","制冷空调设备"
"002392.SZ","北京利尔","BJLE","2010.04.23",1,"610301","建筑材料","装修建材","耐火材料"
"300601.SZ","康泰生物","KTSW","2017.02.07",6,"370303","医药生物","生物制品","疫苗"
"301396.SZ","宏景科技","HJKJ","2022.11.11",6,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"600363.SH","联创光电","LCGD","2001.03.29",1,"270504","电子","消费电子","消费电子零部件及组装"
"600938.SH","中国海油","ZGHY","2022.04.21",1,"750101","石油石化","油气开采Ⅱ","油气开采Ⅲ"
"300290.SZ","荣科科技","RKKJ","2012.02.16",6,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"300148.SZ","天舟文化","TZWH","2010.12.15",6,"720901","传媒","出版","教育出版"
"603216.SH","梦天家居","MTJJ","2021.12.15",1,"360308","轻工制造","家居用品","定制家居"
"688428.SH","诺诚健华","NCJH","2022.09.21",7,"370102","医药生物","化学制药","化学制剂"
